fault_source_id|fault_summary_id|aseismic_slip_factor|compiler_id|completion_id|contributor_id|dip|dip_dir|last_movement|length|lower_sm_depth|magnitude|name|recurrence_interval|slip_rate|slip_type_id|upper_sm_depth|created_date|modified_date|tectonic_region|area|width|geom|compiler_name|contributor_name|pref_magnitude|pref_dip|pref_slip_rate|pref_length|pref_width|pref_area|pref_lsd|pref_usd|pref_recint|slip_type
4075||0.00|576||585|(65,85,75)|320||(108.9,133.1,121)|(10,14,12)|(,,7.68653880571855)|Awatere Northeast - Vernon - Cloudy|(,,4213)|(1,3,7.68653880571855)|211|(,,0)|2011-08-29|2011-08-29||(1093.15980308471,2056.03441419471,1503.22101395544)|(10.0381983754335,15.4472908654749,12.423314164921)|POLYGON((173.24570988 -42.018147,173.98762704 -41.59148004,174.00932496 -41.53647996,174.15101484 -41.49648,174.24272016 -41.42981403,174.28939092 -41.42314701,174.402711 -41.44481397,174.44000016 -41.48666703,174.32666712 -41.46499998,174.27999996 -41.471667,174.18833316 -41.53833297,174.04666704 -41.57833302,174.02500008 -41.63333301,173.28333312 -42.05999997,173.24570988 -42.018147))|Nicola Litchfield|Mark Stirling|7.68653880571855|75|7.68653880571855|121|12.423314164921|1503.22101395544|12|0|4213|Dextral-normal
4076||0.00|576||585|(90,90,90)|330||(83.7,102.3,93)|(10,14,12)|(,,7.524098095437)|Awatere Southwest|(,,1178)|(4,7,7.524098095437)|205|(,,0)|2011-08-29|2011-08-29||(837,1432.2,1116)|(10,14,12)|POLYGON((173.28079188 -42.05989899,173.28254184 -42.063435,172.81420884 -42.15843504,172.454211 -42.31843497,172.23754608 -42.34843503,172.23578784 -42.34489902,172.45245492 -42.31489896,172.81245708 -42.15489903,173.28079188 -42.05989899))|Nicola Litchfield|Mark Stirling|7.524098095437|90|7.524098095437|93|12|1116|12|0|1178|Dextral
4077||0.00|576||585|(50,70,60)|290||(23.4,28.6,26)|(10,14,12)|(,,6.82773154019561)|Barefell|(,,3621)|(0.25,1,6.82773154019561)|205|(,,0)|2011-08-29|2011-08-29||(249.017598759363,522.685078648644,360.266567974327)|(10.6417777247591,18.2757020506519,13.856406460551)|POLYGON((173.17830492 -42.01337799,173.27999988 -42.06333303,173.178333 -42.11499996,173.12833296 -42.19333299,173.11666716 -42.24666699,173.014677 -42.19671204,173.02642884 -42.14337804,173.07655488 -42.06504501,173.17830492 -42.01337799))|Nicola Litchfield|Mark Stirling|6.82773154019561|60|6.82773154019561|26|13.856406460551|360.266567974327|12|0|3621|Dextral
4078||0.00|576||585|(50,70,60)|300||(13.5,16.5,15)|(14,18,16)|(,,6.59251457938096)|Bidwill|(,,5223)|(0.1,0.3,6.59251457938096)|202|(,,0)|2011-08-29|2011-08-29||(201.129598997947,387.705964931687,277.12812921102)|(14.8984888146628,23.497331207981,18.475208614068)|POLYGON((175.38129108 -41.05691001,175.48333308 -41.14999998,175.47000012 -41.16999996,175.41 -41.20333299,175.346667 -41.23500003,175.24449288 -41.14190997,175.30787484 -41.11024302,175.36792716 -41.07690999,175.38129108 -41.05691001))|Nicola Litchfield|Mark Stirling|6.59251457938096|60|6.59251457938096|15|18.475208614068|277.12812921102|16|0|5223|Reverse
4079||0.00|576||585|(30,60,45)|320||(30.6,37.4,34)|(13,17,15)|(,,7.10637606064812)|Billys Ridge|(,,9471)|(0.05,0.31,7.10637606064812)|202|(,,0)|2011-08-29|2011-08-29||(459.339874167266,1271.6,721.248916810279)|(15.0111069989303,34,21.2132034355964)|POLYGON((170.28318204 -45.17509599,170.51833296 -45.34000002,170.33833296 -45.43333299,170.29000008 -45.50666697,170.21833308 -45.55166697,169.98230088 -45.38676303,170.05415616 -45.34176303,170.10279504 -45.26842896,170.28318204 -45.17509599))|Nicola Litchfield|Mark Stirling|7.10637606064812|45|7.10637606064812|34|21.2132034355964|721.248916810279|15|0|9471|Reverse
4080||0.00|576||585|(60,80,70)|60||(36.9,45.1,41)|(13,17,15)|(,,7.13244877070148)|Blue Lake|(,,6075)|(0.1,1.22,7.13244877070148)|202|(,,0)|2011-08-29|2011-08-29||(487.100145721592,885.308902775372,654.469330072686)|(13.2005459545147,19.6299091524473,15.9626665871387)|POLYGON((170.00988912 -44.91307899,169.90666704 -44.93999997,169.81999992 -44.88833304,169.71000012 -44.69499999,169.73666712 -44.613333,169.83930708 -44.58641202,169.81278516 -44.66807901,169.92312984 -44.86141197,170.00988912 -44.91307899))|Nicola Litchfield|Mark Stirling|7.13244877070148|70|7.13244877070148|41|15.9626665871387|654.469330072686|15|0|6075|Reverse
4081||0.00|576||585|(45,65,55)|125||(45.9,56.1,51)|(13,17,15)|(,,7.2985780612178)|Blue Mountain|(,,12685)|(0.11,0.47,7.2985780612178)|202|(,,0)|2011-08-29|2011-08-29||(658.385604244919,1348.73547443522,933.892560402514)|(14.3439129465124,24.0416305603426,18.3116188314218)|POLYGON((169.399836 -46.13857002,169.23999996 -46.061667,169.26500016 -45.98833302,169.29500004 -45.93999996,169.34833296 -45.88833303,169.35833304 -45.87000003,169.44500016 -45.81333297,169.605 -45.69666696,169.76378808 -45.77356998,169.60412088 -45.89023599,169.51761684 -45.94690296,169.50766896 -45.96523596,169.45448508 -46.01690298,169.42462416 -46.06523604,169.399836 -46.13857002))|Nicola Litchfield|Mark Stirling|7.2985780612178|55|7.2985780612178|51|18.3116188314218|933.892560402514|15|0|12685|Reverse
4082||0.00|576||585|(80,90,90)|340||(75.04,112.56,93.8)|(13,17,15)|(,,7.59366462387587)|Boo Boo All|(,,933)|(5,9,7.59366462387587)|205|(,,0)|2011-08-29|2011-08-29||(975.52,1943.03913037561,1407)|(13,17.2622524020577,15)|POLYGON((174.45867192 -41.68623402,174.70033812 -41.69790099,174.96700488 -41.65123401,175.34033892 -41.64456699,175.58200512 -41.65123401,175.58333316 -41.67500004,175.34166696 -41.66833302,174.96833292 -41.67500004,174.70166688 -41.72166702,174.45999996 -41.70999996,174.45867192 -41.68623402))|Nicola Litchfield|Mark Stirling|7.59366462387587|90|7.59366462387587|93.8|15|1407|15|0|933|Dextral
4083||0.00|576||585|(80,90,90)|320||(58.96,88.44,73.7)|(13,17,15)|(,,7.45401748984919)|Boo Boo East|(,,1283)|(3,5,7.45401748984919)|205|(,,0)|2011-08-29|2011-08-29||(766.48,1526.67360243798,1105.5)|(13,17.2622524020577,15)|POLYGON((174.69941292 -41.69793996,174.96608112 -41.65127298,175.33941516 -41.64460596,175.581081 -41.65127298,175.58333316 -41.67500004,175.34166696 -41.66833302,174.96833292 -41.67500004,174.70166688 -41.72166702,174.69941292 -41.69793996))|Nicola Litchfield|Mark Stirling|7.45401748984919|90|7.45401748984919|73.7|15|1105.5|15|0|1283|Dextral
4084||0.00|576||585|(40,60,50)|130||(28.8,35.2,32)|(6,10,8)|(,,6.80184947116548)|Braemar|(,,893)|(1,3,6.80184947116548)|204|(,,0)|2011-08-29|2011-08-29||(199.532253031935,547.614787054865,334.184266069063)|(6.92820323027551,15.5572382686041,10.4432583146582)|POLYGON((176.839569 -37.98199602,176.79298788 -38.05866297,176.70972096 -38.118663,176.67808992 -38.15032896,176.60480112 -38.19032901,176.52333312 -38.133333,176.59666692 -38.09333304,176.62833288 -38.06166699,176.71166712 -38.00166696,176.75833284 -37.92500001,176.839569 -37.98199602))|Nicola Litchfield|Mark Stirling|6.80184947116548|50|6.80184947116548|32|10.4432583146582|334.184266069063|8|0|893|Normal
4085||0.00|576||585|(50,70,60)|65||(31.5,38.5,35)|(10,14,12)|(,,6.99985780203488)|Brothers|(,,37500)|(0.011,0.185,6.99985780203488)|202|(,,0)|2011-08-29|2011-08-29||(335.215998329912,703.614528950098,484.974226119286)|(10.6417777247591,18.2757020506519,13.856406460551)|POLYGON((171.12713688 -44.35441704,171.01166688 -44.39166696,170.83166688 -44.10666702,170.94657888 -44.06941701,171.12713688 -44.35441704))|Nicola Litchfield|Mark Stirling|6.99985780203488|60|6.99985780203488|35|13.856406460551|484.974226119286|12|0|37500|Reverse
4086||0.00|576||585|(50,70,60)|300||(26.1,31.9,29)|(10,14,12)|(,,6.89096440676646)|Browning|(,,1010)|(1,3,6.89096440676646)|205|(,,0)|2011-08-29|2011-08-29||(277.750398616213,582.994895415796,401.83578735598)|(10.6417777247591,18.2757020506519,13.856406460551)|POLYGON((171.42501312 -42.76819503,171.50833296 -42.83499996,171.47000016 -42.88666698,171.40666716 -42.90499998,171.37333296 -42.93500004,171.30166704 -42.96666699,171.25499988 -43.00499997,171.17145 -42.93819504,171.218169 -42.89986197,171.28987812 -42.86819502,171.32325192 -42.83819496,171.38661012 -42.81986196,171.42501312 -42.76819503))|Nicola Litchfield|Mark Stirling|6.89096440676646|60|6.89096440676646|29|13.856406460551|401.83578735598|12|0|1010|Dextral
4100||0.00|576||585|(50,70,60)|140||(22.5,27.5,25)|(13,17,15)|(,,6.86962709646927)|Caswell High 3|(,,2487)|(0.3,1.1,6.86962709646927)|204|(,,0)|2011-08-29|2011-08-29||(311.271998449204,610.27790776284,433.012701892219)|(13.8343110421869,22.1919239186487,17.3205080756888)|POLYGON((166.01283504 -45.48129804,165.86666712 -45.43333299,165.99999996 -45.29999997,165.99999996 -45.23333301,166.145652 -45.28129797,166.14582408 -45.34796502,166.01283504 -45.48129804))|Nicola Litchfield|Mark Stirling|6.86962709646927|60|6.86962709646927|25|17.3205080756888|433.012701892219|15|0|2487|Normal
4087||0.00|576||585|(80,90,90)|290||(53.1,64.9,59)|(10,14,12)|(,,7.25816732311788)|Brunna Anticline|(,,10813)|(0.28,0.47,7.25816732311788)|202|(,,0.1)|2011-08-29|2011-08-29||(525.69,916.02650084825,702.1)|(9.9,14.1144299052119,11.9)|POLYGON((171.44946792 -42.26238198,171.47166696 -42.27166701,171.45833292 -42.281667,171.41666688 -42.35833296,171.40833288 -42.38333298,171.31333284 -42.49166697,171.251667 -42.53499999,171.20333304 -42.57666702,171.12666708 -42.723333,171.10430712 -42.71404797,171.18102492 -42.56738199,171.229374 -42.52571496,171.29105604 -42.48238203,171.38609388 -42.37404804,171.39443688 -42.34904802,171.43612992 -42.27238197,171.44946792 -42.26238198))|Nicola Litchfield|Mark Stirling|7.25816732311788|90|7.25816732311788|59|11.9|702.1|12|0.1|10813|Reverse
4088||0.00|576||585|(40,60,50)|315||(11.05594204,15.29423939593,13.9038539963)|(7,9,8)|(,,6.32036981416877)|Calypso 02|(,,336)|(1.73618779077622,2.89364631796037,6.32036981416877)|204|(,,0)|2011-08-29|2011-08-29||(89.3641155811446,214.1425137776,145.201538852654)|(8.08290376865476,14.0015144417437,10.4432583146582)|POLYGON((177.11880084 -37.48751496,177.19499988 -37.548333,177.08500008 -37.63500003,177.00871284 -37.57418199,177.11880084 -37.48751496))|Nicola Litchfield|Mark Stirling|6.32036981416877|50|6.32036981416877|13.9038539963|10.4432583146582|145.201538852654|8|0|336|Normal
4089||0.00|576||585|(40,60,50)|163||(6.11974396916,8.686190222094,7.89653656554)|(7,9,8)|(,,5.99359074549444)|Calypso 03|(,,255)|(1.30680801456275,2.17801335760458,5.99359074549444)|204|(,,0)|2011-08-29|2011-08-29||(49.4653015915256,121.619817838382,82.4655711450783)|(8.08290376865476,14.0015144417437,10.4432583146582)|POLYGON((177.31243188 -37.60553304,177.22744092 -37.62553302,177.19666704 -37.54333296,177.281667 -37.52333298,177.31243188 -37.60553304))|Nicola Litchfield|Mark Stirling|5.99359074549444|50|5.99359074549444|7.89653656554|10.4432583146582|82.4655711450783|8|0|255|Normal
4090||0.00|576||585|(80,90,90)|270||(60.21,73.59,66.9)|(13,17,15)|(,,7.39796232972755)|Cape Balleny|(,,932)|(4,6,7.39796232972755)|202|(,,0)|2011-08-29|2011-08-29||(782.73,1270.32915426742,1003.5)|(13,17.2622524020577,15)|POLYGON((165.76506108 -47.13243498,165.76530984 -46.74910203,165.79869588 -46.66576896,165.79878192 -46.53243504,165.83333292 -46.53333297,165.83333292 -46.66666698,165.80000016 -46.74999996,165.80000016 -47.133333,165.76506108 -47.13243498))|Nicola Litchfield|Mark Stirling|7.39796232972755|90|7.39796232972755|66.9|15|1003.5|15|0|932|Reverse
4091||0.00|576||585|(50,70,60)|295||(27,33,30)|(10,14,12)|(,,6.76457126877715)|Cape Egmont Central|(,,1577)|(0.6,1,6.76457126877715)|204|(,,0)|2011-08-29|2011-08-29||(287.327998568496,603.098167671513,415.692193816531)|(10.6417777247591,18.2757020506519,13.856406460551)|POLYGON((173.39949792 -39.55310298,173.49999984 -39.6,173.40000012 -39.68333298,173.31666696 -39.83333301,173.21582412 -39.78643599,173.29937688 -39.63643596,173.39949792 -39.55310298))|Nicola Litchfield|Mark Stirling|6.76457126877715|60|6.76457126877715|30|13.856406460551|415.692193816531|12|0|1577|Normal
4092||0.00|576||585|(50,70,60)|295||(28.8,35.2,32)|(10,14,12)|(,,6.80184947116548)|Cape Egmont North|(,,1682)|(0.6,1,6.80184947116548)|204|(,,0)|2011-08-29|2011-08-29||(306.483198473063,643.304712182947,443.405006737633)|(10.6417777247591,18.2757020506519,13.856406460551)|POLYGON((173.64332412 -39.325401,173.73333312 -39.38333301,173.56666716 -39.56666697,173.49999984 -39.6,173.40971004 -39.54206799,173.47641984 -39.50873496,173.64332412 -39.325401))|Nicola Litchfield|Mark Stirling|6.80184947116548|60|6.80184947116548|32|13.856406460551|443.405006737633|12|0|1682|Normal
4093||0.00|576||585|(50,70,60)|295||(19.8,24.2,22)|(10,14,12)|(,,6.58542216549353)|Cape Egmont South|(,,9267)|(0.05,0.15,6.58542216549353)|204|(,,0)|2011-08-29|2011-08-29||(210.707198950231,442.271989625776,304.840942132122)|(10.6417777247591,18.2757020506519,13.856406460551)|POLYGON((173.20792716 -39.79834803,173.31666696 -39.83333301,173.21666688 -40.01666697,173.10763584 -39.98168199,173.20792716 -39.79834803))|Nicola Litchfield|Mark Stirling|6.58542216549353|60|6.58542216549353|22|13.856406460551|304.840942132122|12|0|9267|Normal
4094||0.00|576||585|(45,70,60)|300||(30.6,37.4,34)|(13,17,15)|(,,7.04767897429623)|Cardrona Northwest|(,,6231)|(0.11,1.39,7.04767897429623)|209|(,,0)|2011-08-29|2011-08-29||(423.329917890918,899.156982956814,588.897274573418)|(13.8343110421869,24.0416305603426,17.3205080756888)|POLYGON((169.14302388 -44.47799001,169.29500004 -44.55833301,169.23499992 -44.64333297,169.038333 -44.80499997,168.88570992 -44.72465697,169.082802 -44.56298997,169.14302388 -44.47799001))|Nicola Litchfield|Mark Stirling|7.04767897429623|60|7.04767897429623|34|17.3205080756888|588.897274573418|15|0|6231|Reverse-dextral
4095||0.00|576||585|(45,70,60)|300||(25.2,30.8,28)|(13,17,15)|(,,6.93525112669618)|Cardrona South|(,,5132)|(0.11,1.39,6.93525112669618)|209|(,,0)|2011-08-29|2011-08-29||(348.624638263109,740.482221258553,484.974226119286)|(13.8343110421869,24.0416305603426,17.3205080756888)|POLYGON((168.86139192 -44.75577096,169.038333 -44.80499997,168.90666696 -45.04333302,168.72899112 -44.99410401,168.86139192 -44.75577096))|Nicola Litchfield|Mark Stirling|6.93525112669618|60|6.93525112669618|28|17.3205080756888|484.974226119286|15|0|5132|Reverse-dextral
4096||0.00|576||585|(70,90,80)|330||(55.8,68.2,62)|(13,17,15)|(,,7.35834878605483)|Carterton|(,,1439)|(2,4,7.35834878605483)|212|(,,0)|2011-08-29|2011-08-29||(725.4,1233.80770940857,944.346749053743)|(13,18.0910221320905,15.2313991782862)|POLYGON((176.09544108 -40.81818402,176.11499988 -40.86500004,176.07333312 -40.89500001,175.886667 -40.931667,175.65999984 -41.00666697,175.52999988 -41.00000004,175.43166696 -41.02833303,175.41205884 -40.98151701,175.51040112 -40.95318402,175.64039892 -40.95985104,175.86708804 -40.88485098,176.05376496 -40.84818399,176.09544108 -40.81818402))|Nicola Litchfield|Mark Stirling|7.35834878605483|80|7.35834878605483|62|15.2313991782862|944.346749053743|15|0|1439|Dextral-reverse
4097||0.00|576||585|(50,70,60)|320||(26.1,31.9,29)|(13,17,15)|(,,6.95557108210516)|Caswell 211|(,,2885)|(0.3,1.1,6.95557108210516)|204|(,,0)|2011-08-29|2011-08-29||(361.075518201077,707.922373004895,502.294734194974)|(13.8343110421869,22.1919239186487,17.3205080756888)|POLYGON((165.55220892 -45.65363697,165.65247216 -45.55363698,165.70282104 -45.42030396,165.84999984 -45.46666701,165.80000016 -45.60000003,165.70000008 -45.70000002,165.55220892 -45.65363697))|Nicola Litchfield|Mark Stirling|6.95557108210516|60|6.95557108210516|29|17.3205080756888|502.294734194974|15|0|2885|Normal
4098||0.00|576||585|(50,70,60)|140||(68.4,83.6,76)|(13,17,15)|(,,7.51345854128094)|Caswell High 1|(,,7561)|(0.3,1.1,7.51345854128094)|204|(,,0)|2011-08-29|2011-08-29||(946.266875285581,1855.24483959903,1316.35861375235)|(13.8343110421869,22.1919239186487,17.3205080756888)|POLYGON((165.53971008 -45.94133304,165.39999984 -45.88333299,165.66666696 -45.60000003,165.89999988 -45.29999997,166.038264 -45.35800002,165.80566908 -45.65799999,165.53971008 -45.94133304))|Nicola Litchfield|Mark Stirling|7.51345854128094|60|7.51345854128094|76|17.3205080756888|1316.35861375235|15|0|7561|Normal
4099||0.00|576||585|(50,70,60)|140||(24.3,29.7,27)|(13,17,15)|(,,6.9141921037852)|Caswell High 10|(,,2350)|(0.3,1.3,6.9141921037852)|202|(,,0)|2011-08-29|2011-08-29||(336.173758325141,659.100140383867,467.653718043597)|(13.8343110421869,22.1919239186487,17.3205080756888)|POLYGON((166.90145508 -44.75928303,166.78333296 -44.68333302,167.01666696 -44.49999996,167.13441684 -44.57594997,166.90145508 -44.75928303))|Nicola Litchfield|Mark Stirling|6.9141921037852|60|6.9141921037852|27|17.3205080756888|467.653718043597|15|0|2350|Reverse
4101||0.00|576||585|(50,70,60)|140||(45,55,50)|(13,17,15)|(,,7.27100042402125)|Caswell High 4|(,,4975)|(0.3,1.1,7.27100042402125)|204|(,,0)|2011-08-29|2011-08-29||(622.543996898409,1220.55581552568,866.025403784439)|(13.8343110421869,22.1919239186487,17.3205080756888)|POLYGON((166.00432896 -45.45898596,165.86666712 -45.39999996,165.96666684 -45.25000002,166.20000012 -45.01666701,166.33673604 -45.07565301,166.103964 -45.30898602,166.00432896 -45.45898596))|Nicola Litchfield|Mark Stirling|7.27100042402125|60|7.27100042402125|50|17.3205080756888|866.025403784439|15|0|4975|Normal
4102||0.00|576||585|(55,75,65)|140||(39.6,48.4,44)|(13,17,15)|(,,7.18381393369444)|Caswell High 5|(,,6129)|(0.1,0.9,7.18381393369444)|204|(,,0)|2011-08-29|2011-08-29||(532.960177675111,1004.45333163293,728.229426515245)|(13.4585903453311,20.7531680089448,16.5506687844374)|POLYGON((166.161717 -45.24995898,166.06666692 -45.18333297,166.46666688 -44.90000001,166.56124716 -44.96662602,166.161717 -45.24995898))|Nicola Litchfield|Mark Stirling|7.18381393369444|65|7.18381393369444|44|16.5506687844374|728.229426515245|15|0|6129|Normal
4103||0.00|576||585|(50,70,60)|140||(42.93,52.47,47.7)|(13,17,15)|(,,7.24373159029337)|Caswell High 67|(,,4152)|(0.3,1.3,7.24373159029337)|204|(,,0)|2011-08-29|2011-08-29||(593.906973041082,1164.4102480115,826.188235210355)|(13.8343110421869,22.1919239186487,17.3205080756888)|POLYGON((166.41941796 -45.05874903,166.29999984 -44.98333299,166.383333 -44.93333304,166.51666692 -44.78333301,166.66666704 -44.68333302,166.70000016 -44.666667,166.81876308 -44.74208304,166.78546416 -44.75874897,166.63566996 -44.85874896,166.50264708 -45.00874899,166.41941796 -45.05874903))|Nicola Litchfield|Mark Stirling|7.24373159029337|60|7.24373159029337|47.7|17.3205080756888|826.188235210355|15|0|4152|Normal
4104||0.00|576||585|(50,70,60)|140||(32.4,39.6,36)|(13,17,15)|(,,7.0807770859296)|Caswell High 8|(,,3582)|(0.3,1.1,7.0807770859296)|204|(,,0)|2011-08-29|2011-08-29||(448.231677766854,878.80018717849,623.538290724796)|(13.8343110421869,22.1919239186487,17.3205080756888)|POLYGON((166.65072516 -44.66919303,166.58333316 -44.56666701,166.71666708 -44.55,166.79999988 -44.49999996,166.98333312 -44.433333,167.05057104 -44.53585902,166.86731484 -44.60252598,166.78404 -44.65252602,166.65072516 -44.66919303))|Nicola Litchfield|Mark Stirling|7.0807770859296|60|7.0807770859296|36|17.3205080756888|623.538290724796|15|0|3582|Normal
4105||0.00|576||585|(50,70,60)|140||(18.63,22.77,20.7)|(13,17,15)|(,,6.76033421218244)|Caswell High 9|(,,1802)|(0.3,1.3,6.76033421218244)|202|(,,0)|2011-08-29|2011-08-29||(257.733214715941,505.310107627632,358.534517166758)|(13.8343110421869,22.1919239186487,17.3205080756888)|POLYGON((166.81386816 -44.74580796,166.70000016 -44.666667,166.88333304 -44.53333299,166.99694004 -44.61247404,166.81386816 -44.74580796))|Nicola Litchfield|Mark Stirling|6.76033421218244|60|6.76033421218244|20.7|17.3205080756888|358.534517166758|15|0|1802|Reverse
4106||0.00|576||585|(15,35,25)|140||(26.1,31.9,29)|(13,17,15)|(,,7.16329266363364)|Central Wedge 1 & 2 & 3|(,,5049)|(0.2,0.6,7.16329266363364)|202|(,,0)|2011-08-29|2011-08-29||(591.551497754239,2095.28630238625,1029.29768867134)|(22.6648083430743,65.6829561876566,35.4930237472875)|POLYGON((167.26490496 -45.12525498,166.616667 -44.91666702,166.66666704 -44.86666698,166.76666712 -44.68333302,167.41227888 -44.89192098,167.31433908 -45.07525503,167.26490496 -45.12525498))|Nicola Litchfield|Mark Stirling|7.16329266363364|25|7.16329266363364|29|35.4930237472875|1029.29768867134|15|0|5049|Reverse
4107||0.00|576||585|(15,35,25)|140||(48.6,59.4,54)|(13,17,15)|(,,7.52328701286565)|Central Wedge 4 - South Wedge 411|(,,1254)|(1.5,4.5,7.52328701286565)|209|(,,0)|2011-08-29|2011-08-29||(1101.50968547341,3901.5675975468,1916.62328235352)|(22.6648083430743,65.6829561876566,35.4930237472875)|POLYGON((166.76109288 -45.56350197,166.20000012 -45.25000002,166.43333304 -45.03333303,166.63333284 -44.86666698,167.19065604 -45.18016902,166.99228596 -45.34683498,166.76109288 -45.56350197))|Nicola Litchfield|Mark Stirling|7.52328701286565|25|7.52328701286565|54|35.4930237472875|1916.62328235352|15|0|1254|Reverse-dextral
4108||0.00|576||585|(55,75,65)|320||(21.6,26.4,24)|(13,17,15)|(,,6.832825353995)|Chalky 1 to 3|(,,5571)|(0.1,0.5,6.832825353995)|204|(,,0)|2011-08-29|2011-08-29||(290.705551459151,547.883635436141,397.216050826497)|(13.4585903453311,20.7531680089448,16.5506687844374)|POLYGON((165.96850392 -45.91620999,166.03534404 -45.83287602,166.13554896 -45.73287603,166.25000016 -45.783333,166.15000008 -45.88333299,166.08333312 -45.96666696,165.96850392 -45.91620999))|Nicola Litchfield|Mark Stirling|6.832825353995|65|6.832825353995|24|16.5506687844374|397.216050826497|15|0|5571|Normal
4109||0.00|576||585|(55,75,65)|140||(25.2,30.8,28)|(13,17,15)|(,,6.92208774016915)|Chalky 4 to 8|(,,1950)|(0.5,1.5,6.92208774016915)|204|(,,0)|2011-08-29|2011-08-29||(339.156476702343,639.197574675498,463.418725964247)|(13.4585903453311,20.7531680089448,16.5506687844374)|POLYGON((166.35699612 -45.80370198,166.26666708 -45.73333296,166.53333312 -45.566667,166.62339288 -45.63703602,166.35699612 -45.80370198))|Nicola Litchfield|Mark Stirling|6.92208774016915|65|6.92208774016915|28|16.5506687844374|463.418725964247|15|0|1950|Normal
4110||0.00|576||585|(35,55,45)|280||(19.8,24.2,22)|(10,14,12)|(,,6.78969440368268)|Cheeseman|(,,5107)|(0.25,1,6.78969440368268)|202|(,,0)|2011-08-29|2011-08-29||(241.713368574768,590.679774356428,373.352380466497)|(12.2077458876146,24.4082551386954,16.9705627484771)|POLYGON((171.56230488 -43.03497996,171.76333284 -43.08166701,171.71499996 -43.12500003,171.67833288 -43.17833304,171.675 -43.21666701,171.68500008 -43.26166701,171.48337884 -43.21497996,171.47352816 -43.16997996,171.47698812 -43.13164599,171.51383016 -43.07831298,171.56230488 -43.03497996))|Nicola Litchfield|Mark Stirling|6.78969440368268|45|6.78969440368268|22|16.9705627484771|373.352380466497|12|0|5107|Reverse
4111||0.00|576||585|(75,90,90)|330||(48.6,59.4,54)|(10,14,12)|(,,7.20931251046237)|Clarence Central|(,,3419)|(0.9,1.3,7.20931251046237)|209|(,,0)|2011-08-29|2011-08-29||(486,860.935671629025,648)|(10,14.4938665257412,12)|POLYGON((172.76124888 -42.372315,172.80291816 -42.36231501,173.12129208 -42.21231498,173.34297216 -42.16398201,173.36000016 -42.19000002,173.13833304 -42.23833299,172.82000016 -42.38833302,172.77833304 -42.39833301,172.76124888 -42.372315))|Nicola Litchfield|Mark Stirling|7.20931251046237|90|7.20931251046237|54|12|648|12|0|3419|Reverse-dextral
4112||0.00|576||585|(60,80,70)|330||(110.7,135.3,123)|(10,14,12)|(,,7.70400376832232)|Clarence Northeast|(,,1992)|(3.5,5.1,7.70400376832232)|209|(,,0)|2011-08-29|2011-08-29||(1124.07725935752,2187.23375979798,1570.72639217445)|(10.1542661188574,16.1658075373095,12.7701332697109)|POLYGON((172.74762108 -42.34686498,173.07596412 -42.33353202,173.35609884 -42.14019798,173.78628516 -41.87019798,173.98634184 -41.786865,174.03000012 -41.84000001,173.82999996 -41.92333299,173.40000012 -42.19333299,173.12000004 -42.38666703,172.79166708 -42.39999999,172.74762108 -42.34686498))|Nicola Litchfield|Mark Stirling|7.70400376832232|70|7.70400376832232|123|12.7701332697109|1570.72639217445|12|0|1992|Reverse-dextral
4113||0.00|576||585|(75,90,90)|340||(67.5,82.5,75)|(10,14,12)|(,,7.39953584855402)|Clarence Southwest|(,,1741)|(2,4,7.39953584855402)|209|(,,0)|2011-08-29|2011-08-29||(675,1195.74398837365,900)|(10,14.4938665257412,12)|POLYGON((172.77852888 -42.37275996,172.79166708 -42.39999999,172.63000008 -42.43333302,172.50000012 -42.49666701,172.13000004 -42.59500002,171.92999988 -42.62666697,171.91681488 -42.59942703,172.11682116 -42.56775999,172.48684212 -42.46942698,172.61685504 -42.40609299,172.77852888 -42.37275996))|Nicola Litchfield|Mark Stirling|7.39953584855402|90|7.39953584855402|75|12|900|12|0|1741|Reverse-dextral
4114||0.00|576||585|(40,60,50)|340||(31.5,38.5,35)|(10,14,12)|(,,7.01018320487017)|Cust|(,,11080)|(0.1,0.3,7.01018320487017)|202|(,,1)|2011-08-29|2011-08-29||(327.357602630518,778.639775343636,502.581806392927)|(10.3923048454133,20.2244097491854,14.3594801826551)|POLYGON((172.38881592 -43.16998896,172.43333316 -43.28333298,172.24999992 -43.28333298,172.19999988 -43.316667,172.03333284 -43.36666704,171.98875512 -43.25332302,172.15545816 -43.20332298,172.20548304 -43.16998896,172.38881592 -43.16998896))|Nicola Litchfield|Mark Stirling|7.01018320487017|50|7.01018320487017|35|14.3594801826551|502.581806392927|12|1|11080|Reverse
4115||0.00|576||585|(50,70,60)|270||(22.5,27.5,25)|(10,14,12)|(,,6.80502042113057)|Dalgety|(,,6696)|(0.05,0.74,6.80502042113057)|202|(,,0)|2011-08-29|2011-08-29||(239.43999880708,502.581806392927,346.410161513776)|(10.6417777247591,18.2757020506519,13.856406460551)|POLYGON((170.49846996 -44.39644299,170.51729004 -44.16977601,170.64333288 -44.17499997,170.62499988 -44.40166704,170.49846996 -44.39644299))|Nicola Litchfield|Mark Stirling|6.80502042113057|60|6.80502042113057|25|13.856406460551|346.410161513776|12|0|6696|Reverse
