fault_source_id|fault_summary_id|aseismic_slip_factor|compiler_id|completion_id|contributor_id|dip|dip_dir|last_movement|length|lower_sm_depth|magnitude|name|recurrence_interval|slip_rate|slip_type_id|upper_sm_depth|created_date|modified_date|tectonic_region|area|width|geom|compiler_name|contributor_name|pref_magnitude|pref_dip|pref_slip_rate|pref_length|pref_width|pref_area|pref_lsd|pref_usd|pref_recint|slip_type
4046||0.00|576||585|(40,60,50)|320||(9.45079178413,10.395870962543,9.45079178413)|(10,14,12)|(,,6.0973726994536)|Alderman East 05|(,,1015)|(0.261361602912549,0.435602671520915,6.0973726994536)|204|(,,0)|2011-08-29|2011-08-29||(109.128343612451,226.423458203522,148.045589819579)|(11.5470053837925,21.7801335760458,15.6648874719873)|POLYGON((176.43594816 -36.79140501,176.54833296 -36.88333299,176.471667 -36.94333302,176.359194 -36.85140504,176.43594816 -36.79140501))|Nicola Litchfield|Mark Stirling|6.0973726994536|50|6.0973726994536|9.45079178413|15.6648874719873|148.045589819579|12|0|1015|Normal
4047||0.00|576||585|(40,60,50)|325||(13.3652155685,20.9925717804,19.084156164)|(10,14,12)|(,,6.50329503905519)|Alderman East 06|(,,2859)|(0.186686859223249,0.311144765372082,6.50329503905519)|204|(,,0)|2011-08-29|2011-08-29||(154.328216125017,457.221017481841,298.951158806894)|(11.5470053837925,21.7801335760458,15.6648874719873)|POLYGON((176.60286288 -36.66426696,176.70999996 -36.75999996,176.55000012 -36.87499998,176.44270212 -36.77926698,176.60286288 -36.66426696))|Nicola Litchfield|Mark Stirling|6.50329503905519|50|6.50329503905519|19.084156164|15.6648874719873|298.951158806894|12|0|2859|Normal
4048||0.00|576||585|(40,60,50)|115||(9.30567044422,21.28059147599,19.3459922509)|(10,14,12)|(,,6.51116604260746)|Alderman East 07|(,,4122)|(0.1,0.25,6.51116604260746)|204|(,,0)|2011-08-29|2011-08-29||(107.452626719207,463.494124924323,303.052791644288)|(11.5470053837925,21.7801335760458,15.6648874719873)|POLYGON((176.29585812 -37.30723902,176.21333316 -37.196667,176.4 -37.10833299,176.48242812 -37.21890501,176.29585812 -37.30723902))|Nicola Litchfield|Mark Stirling|6.51116604260746|50|6.51116604260746|19.3459922509|15.6648874719873|303.052791644288|12|0|4122|Normal
4049||0.00|576||585|(40,60,50)|109||(9.13135033611,20.13,18.3)|(10,14,12)|(,,6.47905994934147)|Alderman West 01|(,,10967)|(0.0466717148058124,0.0777861913430206,6.47905994934147)|204|(,,0)|2011-08-29|2011-08-29||(105.439751492358,438.434088885801,286.667440737368)|(11.5470053837925,21.7801335760458,15.6648874719873)|POLYGON((176.43674808 -37.12863798,176.28166692 -37.09333296,176.33833308 -36.93500001,176.49309096 -36.97030503,176.43674808 -37.12863798))|Nicola Litchfield|Mark Stirling|6.47905994934147|50|6.47905994934147|18.3|15.6648874719873|286.667440737368|12|0|10967|Normal
4050||0.00|576||585|(40,60,50)|149||(12.988525949,16.94,15.4)|(10,14,12)|(,,6.3794025587125)|Alderman West 02|(,,15395)|(0.0280030288834874,0.0466717148058124,6.3794025587125)|204|(,,0)|2011-08-29|2011-08-29||(149.978579060632,368.955462778215,241.239267068605)|(11.5470053837925,21.7801335760458,15.6648874719873)|POLYGON((176.48777484 -37.02737403,176.33499984 -36.98666703,176.35666716 -36.92166696,176.38999992 -36.855,176.54251104 -36.895707,176.50931184 -36.96237396,176.48777484 -37.02737403))|Nicola Litchfield|Mark Stirling|6.3794025587125|50|6.3794025587125|15.4|15.6648874719873|241.239267068605|12|0|15395|Normal
4051||0.00|576||585|(40,60,50)|144||(10.306600679,14.19,12.9)|(10,14,12)|(,,6.277084314698)|Alderman West 03|(,,12908)|(0.0280030288834874,0.0466717148058124,6.277084314698)|204|(,,0)|2011-08-29|2011-08-29||(119.010373529013,309.06009544409,202.077048388637)|(11.5470053837925,21.7801335760458,15.6648874719873)|POLYGON((176.48855892 -36.98824203,176.40500004 -36.87833304,176.47999992 -36.86000004,176.52499992 -36.81999999,176.60849616 -36.92990898,176.563539 -36.96990903,176.48855892 -36.98824203))|Nicola Litchfield|Mark Stirling|6.277084314698|50|6.277084314698|12.9|15.6648874719873|202.077048388637|12|0|12908|Normal
4052||0.00|576||585|(40,60,50)|117||(12.1645915611,11.33,10.3)|(10,14,12)|(,,6.14707350885788)|Alderman West 04|(,,10318)|(0.0280030288834874,0.0466717148058124,6.14707350885788)|204|(,,0)|2011-08-29|2011-08-29||(140.464604247659,246.768913416599,161.34834096147)|(11.5470053837925,21.7801335760458,15.6648874719873)|POLYGON((176.501826 -36.96799302,176.40833292 -36.86333301,176.45166684 -36.84500001,176.50166688 -36.81,176.59509516 -36.91466001,176.54513796 -36.94966002,176.501826 -36.96799302))|Nicola Litchfield|Mark Stirling|6.14707350885788|50|6.14707350885788|10.3|15.6648874719873|161.34834096147|12|0|10318|Normal
4053||0.00|576||585|(40,60,50)|106||(18.3103793085,13.42,12.2)|(10,14,12)|(,,6.24485857479741)|Alderman West 05|(,,7326)|(0.0466717148058124,0.0777861913430206,6.24485857479741)|204|(,,0)|2011-08-29|2011-08-29||(211.430048454533,292.289392590534,191.111627158246)|(11.5470053837925,21.7801335760458,15.6648874719873)|POLYGON((176.576715 -36.76443804,176.51523312 -36.86277096,176.37166692 -36.80499996,176.43333312 -36.70666704,176.576715 -36.76443804))|Nicola Litchfield|Mark Stirling|6.24485857479741|50|6.24485857479741|12.2|15.6648874719873|191.111627158246|12|0|7326|Normal
4054||0.00|576||585|(70,90,80)|300||(64.8,79.2,72)|(13,17,15)|(,,7.44493652863219)|Alfredton - Makuri|(,,1729)|(1,3.07,7.44493652863219)|205|(,,0)|2011-08-29|2011-08-29||(842.4,1432.80895286157,1096.6607408366)|(13,18.0910221320905,15.2313991782862)|POLYGON((176.14311012 -40.23431199,176.19500016 -40.26333303,176.12499996 -40.39499997,176.00666688 -40.526667,175.93999992 -40.55499999,175.93333308 -40.56666696,175.92999984 -40.58833302,175.79333304 -40.74833304,175.71166704 -40.76666703,175.65938712 -40.73764599,175.74106716 -40.719312,175.87785888 -40.55931198,175.88120904 -40.53764601,175.88788488 -40.52597904,175.95457416 -40.49764596,176.07300912 -40.36597902,176.14311012 -40.23431199))|Nicola Litchfield|Mark Stirling|7.44493652863219|80|7.44493652863219|72|15.2313991782862|1096.6607408366|15|0|1729|Dextral
4127||0.00|576||585|(80,90,90)|330||(30.6,37.4,34)|(10,14,12)|(,,6.94142605342142)|Fidget|(,,1184)|(1,3,6.94142605342142)|205|(,,0)|2011-08-29|2011-08-29||(306,531.677373983376,408)|(10,14.2159725664004,12)|POLYGON((173.81332692 -42.078294,173.81999988 -42.09666696,173.75000004 -42.10833303,173.59999992 -42.14500002,173.51666712 -42.15500001,173.42833284 -42.17499999,173.42165196 -42.15662703,173.50998804 -42.13662696,173.59332192 -42.12662697,173.743326 -42.08995998,173.81332692 -42.078294))|Nicola Litchfield|Mark Stirling|6.94142605342142|90|6.94142605342142|34|12|408|12|0|1184|Dextral
4055||0.00|576||585|(50,70,60)|145||(370.26,452.54,411.4)|(10,14,12)|(,,8.09788653561397)|Alpine  Fiordland to  Kaniere|(,,341)|(22,32,8.09788653561397)|205|(,,0)|2011-08-29|2011-08-29||(3940.22462036931,8270.48620600201,5700.52561787069)|(10.6417777247591,18.2757020506519,13.856406460551)|POLYGON((167.05892916 -45.11481399,166.98333312 -45.04166703,167.03333316 -45.03333303,167.16666708 -44.90000001,167.29999992 -44.80000002,167.81666688 -44.53333299,168.71833296 -44.06666697,170.76833316 -43.09666704,171.15000012 -42.89333301,171.22290696 -42.96647997,170.84148192 -43.169814,168.79267116 -44.13981402,167.89159908 -44.60648004,167.37527808 -44.87314698,167.24207592 -44.97314697,167.10891804 -45.10647999,167.05892916 -45.11481399))|Nicola Litchfield|Mark Stirling|8.09788653561397|60|8.09788653561397|411.4|13.856406460551|5700.52561787069|12|0|341|Dextral
4056||0.00|576||585|(50,70,60)|145||(174.6,213.4,194)|(10,14,12)|(,,7.66260312570933)|Alpine Kaniere - Tophouse|(,,620)|(5,12,7.66260312570933)|205|(,,0)|2011-08-29|2011-08-29||(1858.05439074294,3900.03481760912,2688.1428533469)|(10.6417777247591,18.2757020506519,13.856406460551)|POLYGON((172.95710292 -41.86562499,172.489095 -42.12729099,172.42602084 -42.33395799,172.06795116 -42.54229098,171.69152112 -42.72729102,171.23015808 -42.96229101,171.15000012 -42.89333301,171.611667 -42.65833302,171.98833284 -42.47333298,172.34666712 -42.26499999,172.41000012 -42.05833299,172.87833312 -41.79666699,172.95710292 -41.86562499))|Nicola Litchfield|Mark Stirling|7.66260312570933|60|7.66260312570933|194|13.856406460551|2688.1428533469|12|0|620|Dextral
4057||0.00|576||585|(80,90,90)|110||(118.08,144.32,131.2)|(13,17,15)|(,,7.78797261942331)|Alpine Resolution|(,,295)|(28,33,7.78797261942331)|205|(,,0)|2011-08-29|2011-08-29||(1535.04,2491.28826666496,1968)|(13,17.2622524020577,15)|POLYGON((165.81636504 -45.88310196,165.79166688 -45.86666697,166.20000012 -45.58333302,166.34166696 -45.50833296,166.95833292 -45.01666701,166.98266208 -45.033102,166.36620816 -45.52476804,166.224573 -45.59976801,165.81636504 -45.88310196))|Nicola Litchfield|Mark Stirling|7.78797261942331|90|7.78797261942331|131.2|15|1968|15|0|295|Dextral
4058||0.00|576||585|(60,80,70)|140||(8.46,10.34,9.4)|(13,17,15)|(,,6.0942600452876)|Ararata|(,,17259)|(0.02,0.02,6.0942600452876)|204|(,,0)|2011-08-29|2011-08-29||(111.676618775194,202.973260636305,150.049065919104)|(13.2005459545147,19.6299091524473,15.9626665871387)|POLYGON((174.405996 -39.63327804,174.32666712 -39.58499997,174.39500016 -39.51833301,174.474252 -39.56661099,174.405996 -39.63327804))|Nicola Litchfield|Mark Stirling|6.0942600452876|70|6.0942600452876|9.4|15.9626665871387|150.049065919104|15|0|17259|Normal
4059||0.00|576||585|(50,70,60)|135||(13.5,16.5,15)|(7,9,8)|(,,6.36420137454406)|Aratiatia|(,,1187)|(0.5,1.1,6.36420137454406)|204|(,,0)|2011-08-29|2011-08-29||(100.564799498974,193.852982465843,138.56406460551)|(7.44924440733139,11.7486656039905,9.23760430703401)|POLYGON((176.26505904 -38.60253099,176.17515912 -38.71253097,176.10999984 -38.68000002,176.19999984 -38.57000004,176.26505904 -38.60253099))|Nicola Litchfield|Mark Stirling|6.36420137454406|60|6.36420137454406|15|9.23760430703401|138.56406460551|8|0|1187|Normal
4060||0.00|576||585|(30,50,40)|300||(56.7,69.3,63)|(10,14,12)|(,,7.42652989880157)|Ariel Bank|(,,723)|(4.43838478372975,8.8,7.42652989880157)|202|(,,0)|2011-08-29|2011-08-29||(740.165933051402,1940.4,1176.12721310647)|(13.0540728933228,28,18.668685922325)|POLYGON((178.07236596 -38.75851503,178.14594204 -38.67684804,178.18615008 -38.60684802,178.23129804 -38.55684798,178.22992212 -38.45851497,178.31358216 -38.34684801,178.39879596 -38.27351502,178.61000004 -38.35999998,178.52500008 -38.43333297,178.44166692 -38.54500002,178.443333 -38.64333303,178.398333 -38.69333298,178.35833304 -38.763333,178.28499996 -38.84499999,178.07236596 -38.75851503))|Nicola Litchfield|Mark Stirling|7.42652989880157|40|7.42652989880157|63|18.668685922325|1176.12721310647|12|0|723|Reverse
4061||0.00|576||585|(30,50,40)|300||(14.4,17.6,16)|(9,13,11)|(,,6.60771010247843)|Ariel East|(,,716)|(0.652703644666139,3,6.60771010247843)|202|(,,0)|2011-08-29|2011-08-29||(169.180784697463,457.6,273.807393527433)|(11.7486656039905,26,17.1129620954645)|POLYGON((178.07467788 -38.80477404,178.14314988 -38.74810698,178.18828812 -38.691441,178.361667 -38.79666702,178.316667 -38.853333,178.24833288 -38.90999997,178.07467788 -38.80477404))|Nicola Litchfield|Mark Stirling|6.60771010247843|40|6.60771010247843|16|17.1129620954645|273.807393527433|11|0|716|Reverse
4062||0.00|576||585|(30,50,40)|300||(19.8,24.2,22)|(11,15,13)|(,,6.84048081146588)|Ariel North|(,,1641)|(0.391622186799684,1.8,6.84048081146588)|202|(,,0)|2011-08-29|2011-08-29||(284.31770761657,726,444.937014482078)|(14.3594801826551,30,20.2244097491854)|POLYGON((178.16347188 -38.48964399,178.16861304 -38.44464399,178.21882008 -38.37797703,178.28565804 -38.32297704,178.50999996 -38.42333298,178.443333 -38.47833297,178.39333296 -38.54500002,178.38833292 -38.59000002,178.16347188 -38.48964399))|Nicola Litchfield|Mark Stirling|6.84048081146588|40|6.84048081146588|22|20.2244097491854|444.937014482078|13|0|1641|Reverse
4063||0.00|576||585|(25,45,35)|340||(35.1,42.9,39)|(10,14,12)|(,,7.18181277249768)|Ashley|(,,4938)|(0.45,0.65,7.18181277249768)|202|(,,0)|2011-08-29|2011-08-29||(496.388960392956,1421.14067084139,815.933100350674)|(14.142135623731,33.126822164135,20.9213615474532)|POLYGON((172.47048696 -43.03770003,172.51666704 -43.26666696,172.29999996 -43.25000004,172.16666712 -43.29999999,172.05000012 -43.316667,172.00378188 -43.08769998,172.12046184 -43.07103297,172.25383284 -43.02103302,172.47048696 -43.03770003))|Nicola Litchfield|Mark Stirling|7.18181277249768|35|7.18181277249768|39|20.9213615474532|815.933100350674|12|0|4938|Reverse
4064||0.00|576||585|(40,60,50)|120||(9.2234897992,23.83501677568,21.6681970688)|(10,14,12)|(,,6.57664429310709)|Astrolabe 01|(,,2027)|(0.298698974757199,0.497831624595332,6.57664429310709)|204|(,,0)|2011-08-29|2011-08-29||(106.503686368718,519.129849161602,339.429868803598)|(11.5470053837925,21.7801335760458,15.6648874719873)|POLYGON((176.69406096 -37.375101,176.553333 -37.31166702,176.67333288 -37.143333,176.81374692 -37.20676698,176.69406096 -37.375101))|Nicola Litchfield|Mark Stirling|6.57664429310709|50|6.57664429310709|21.6681970688|15.6648874719873|339.429868803598|12|0|2027|Normal
4065||0.00|576||585|(40,60,50)|317||(10.2416009901,27.58671288912,25.0788298992)|(10,14,12)|(,,6.66107866882235)|Astrolabe 02|(,,1786)|(0.392042404368824,0.653404007281373,6.66107866882235)|204|(,,0)|2011-08-29|2011-08-29||(118.259821771339,600.842291649057,392.85704830008)|(11.5470053837925,21.7801335760458,15.6648874719873)|POLYGON((176.43774312 -37.11306501,176.62800096 -36.94806504,176.74666704 -37.035,176.55666696 -37.19999997,176.43774312 -37.11306501))|Nicola Litchfield|Mark Stirling|6.66107866882235|50|6.66107866882235|25.0788298992|15.6648874719873|392.85704830008|12|0|1786|Normal
4066||0.00|576||585|(40,60,50)|134||(15.5647939449,17.12127335809,15.5647939619)|(10,14,12)|(,,6.38555069022281)|Astrolabe 03|(,,1111)|(0.392042404368824,0.653404007281373,6.38555069022281)|204|(,,0)|2011-08-29|2011-08-29||(179.726759479381,372.903620731194,243.820745937832)|(11.5470053837925,21.7801335760458,15.6648874719873)|POLYGON((176.91729192 -37.11627801,176.79577788 -37.216278,176.68000008 -37.12666698,176.80166712 -37.02666699,176.91729192 -37.11627801))|Nicola Litchfield|Mark Stirling|6.38555069022281|50|6.38555069022281|15.5647939619|15.6648874719873|243.820745937832|12|0|1111|Normal
4067||0.00|576||585|(40,60,50)|136||(11.3367472288,12.47042193716,11.3367472156)|(10,14,12)|(,,6.2024696557073)|Astrolabe 04|(,,655)|(0.485385833980449,0.808976389967414,6.2024696557073)|204|(,,0)|2011-08-29|2011-08-29||(130.905481285649,271.607455540996,177.58886943074)|(11.5470053837925,21.7801335760458,15.6648874719873)|POLYGON((177.05623896 -37.03798899,176.96467512 -37.10798901,176.85333288 -37.01500002,176.94500004 -36.945,177.05623896 -37.03798899))|Nicola Litchfield|Mark Stirling|6.2024696557073|50|6.2024696557073|11.3367472156|15.6648874719873|177.58886943074|12|0|655|Normal
4068||0.00|576||585|(40,60,50)|136||(10.7354865728,30.31884762093,27.5625887463)|(10,14,12)|(,,6.71562560686267)|Astrolabe 05|(,,687)|(1.1201211553395,1.86686859223249,6.71562560686267)|204|(,,0)|2011-08-29|2011-08-29||(123.962721253754,660.348551055633,431.764851147454)|(11.5470053837925,21.7801335760458,15.6648874719873)|POLYGON((177.13826892 -36.95094603,177.00837192 -37.02094596,176.92018308 -37.11927996,176.80833288 -37.02666699,176.89666716 -36.92833299,177.02666712 -36.85833297,177.13826892 -36.95094603))|Nicola Litchfield|Mark Stirling|6.71562560686267|50|6.71562560686267|27.5625887463|15.6648874719873|431.764851147454|12|0|687|Normal
4069||0.00|576||585|(40,60,50)|341||(9.39697735436,10.336675089796,9.39697735436)|(10,14,12)|(,,6.09407427974129)|Astrolabe 06|(,,706)|(0.373373718446499,0.622289530744165,6.09407427974129)|204|(,,0)|2011-08-29|2011-08-29||(108.506948102171,225.134164187942,147.202592832863)|(11.5470053837925,21.7801335760458,15.6648874719873)|POLYGON((176.65115292 -36.91069299,176.805 -36.94833297,176.78999988 -36.97333299,176.78999988 -37.008333,176.77500012 -37.02666699,176.620995 -36.98902701,176.63603184 -36.97069302,176.63610312 -36.93569301,176.65115292 -36.91069299))|Nicola Litchfield|Mark Stirling|6.09407427974129|50|6.09407427974129|9.39697735436|15.6648874719873|147.202592832863|12|0|706|Normal
4070||0.00|576||585|(40,60,50)|140||(8.61947194104,30.57185925739,27.7925993249)|(10,14,12)|(,,6.72042579132908)|Astrolabe 07|(,,693)|(1.1201211553395,1.86686859223249,6.72042579132908)|204|(,,0)|2011-08-29|2011-08-29||(99.5290889086374,665.859178294026,435.36794097859)|(11.5470053837925,21.7801335760458,15.6648874719873)|POLYGON((177.13581804 -36.91630404,177.01423992 -36.98130402,176.90103684 -37.07630397,176.79666708 -36.97833303,176.91000012 -36.88333299,177.03166716 -36.81833301,177.13581804 -36.91630404))|Nicola Litchfield|Mark Stirling|6.72042579132908|50|6.72042579132908|27.7925993249|15.6648874719873|435.36794097859|12|0|693|Normal
4071||0.00|576||585|(40,60,50)|123||(7.77170064386,8.548870708246,7.77170064386)|(10,14,12)|(,,5.98438636481725)|Astrolabe 08|(,,585)|(0.373373718446499,0.622289530744165,5.98438636481725)|204|(,,0)|2011-08-29|2011-08-29||(89.7398691758752,186.195545949943,121.742816052038)|(11.5470053837925,21.7801335760458,15.6648874719873)|POLYGON((176.99217912 -36.95765004,176.96389284 -36.98431704,176.945616 -37.01598399,176.81000004 -36.94666698,176.82833304 -36.91500003,176.85666684 -36.88833303,176.99217912 -36.95765004))|Nicola Litchfield|Mark Stirling|5.98438636481725|50|5.98438636481725|7.77170064386|15.6648874719873|121.742816052038|12|0|585|Normal
4072||0.00|576||585|(50,70,60)|300||(13.5,16.5,15)|(6,10,8)|(,,6.36420137454406)|Awakeri|(,,3798)|(0.1,0.5,6.36420137454406)|204|(,,0)|2011-08-29|2011-08-29||(86.1983995705489,215.392202739826,138.56406460551)|(6.38506663485547,13.0540728933228,9.23760430703401)|POLYGON((176.80686192 -37.93669902,176.87833308 -37.95833304,176.86000008 -38.006667,176.81666688 -38.08500003,176.74507188 -38.06336601,176.78848212 -37.98503298,176.80686192 -37.93669902))|Nicola Litchfield|Mark Stirling|6.36420137454406|60|6.36420137454406|15|9.23760430703401|138.56406460551|8|0|3798|Normal
4073||0.00|576||585|(65,85,75)|320||(90.9,111.1,101)|(10,14,12)|(,,7.58192014367347)|Awatere Northeast|(,,3197)|(1,3,7.58192014367347)|205|(,,0)|2011-08-29|2011-08-29||(912.472232326903,1716.19401515426,1254.75473065702)|(10.0381983754335,15.4472908654749,12.423314164921)|POLYGON((173.24341704 -42.019335,173.98534896 -41.59266804,174.21374304 -41.49433503,174.25333296 -41.535,174.02500008 -41.63333301,173.28333312 -42.05999997,173.24341704 -42.019335))|Nicola Litchfield|Mark Stirling|7.58192014367347|75|7.58192014367347|101|12.423314164921|1254.75473065702|12|0|3197|Dextral
4074||0.00|576||585|(65,85,75)|320||(107.1,130.9,119)|(10,14,12)|(,,7.67688759381999)|Awatere Northeast - Vernon|(,,4604)|(1,3,7.67688759381999)|211|(,,0)|2011-08-29|2011-08-29||(1075.09104600893,2022.05037429066,1478.3743856256)|(10.0381983754335,15.4472908654749,12.423314164921)|POLYGON((173.24845812 -42.01685496,173.99035584 -41.590188,174.01205304 -41.53518801,174.15374004 -41.49518796,174.218742 -41.49185499,174.41540604 -41.49685503,174.44999988 -41.54000004,174.25333296 -41.535,174.18833316 -41.53833297,174.04666704 -41.57833302,174.02500008 -41.63333301,173.28333312 -42.05999997,173.24845812 -42.01685496))|Nicola Litchfield|Mark Stirling|7.67688759381999|75|7.67688759381999|119|12.423314164921|1478.3743856256|12|0|4604|Dextral-normal
